pos,av,g,gs,player_id
RB,1,7,0,HickMi20
RB,51,63,53,DunnWa00
RB,21,57,28,SmitAn00
RB,32,60,23,BarbTi00
,8,28,4,HansBy00
RB,8,28,4,HansBy00
RB,39,62,52,DillCo00
RB,2,19,1,ShawSe00
,4,46,11,DaviTr00
RB,4,46,11,DaviTr00
RB,3,33,4,GrahJa00
RB,22,53,34,StalDu00
RB,9,32,3,JohnLe00
,9,37,13,AutrDa00
RB,7,24,10,AutrDa00
RB,4,53,5,BynuKe00
,4,34,1,JoneGe00
RB,4,34,1,JoneGe00
,4,11,3,HenlJu00
RB,4,11,3,HenlJu00
,10,36,18,EnisCu00
FB,1,12,5,EnisCu00
RB,9,24,13,EnisCu00
RB,34,40,36,TaylFr00
Missed season - Injured (groin),NA,NA,NA,EdwaRo00
Missed season - Injured (knee/leg),NA,NA,NA,EdwaRo00
RB,11,16,15,EdwaRo00
RB,4,30,0,AverJo00
FB,6,29,16,HolcRo00
RB,3,29,6,HolcRo00
RB,9,38,8,HickSk00
RB,34,62,27,GreeAh00
RB,0,44,2,FloyCh00
,4,25,5,ShehRa00
RB,4,25,5,ShehRa00
RB,20,56,28,PittMi00
,3,14,2,BankTa00
RB,3,14,2,BankTa00
,9,44,4,LintJo00
RB,9,44,4,LintJo00
,2,13,5,PerrWi00
RB,2,13,5,PerrWi00
,1,22,1,HowaCh00
RB,1,22,1,HowaCh00
,0,35,NA,ShawHa00
RB,0,35,0,ShawHa00
RB,7,45,6,FuamCh00
FB,10,59,38,BeasFr00
,6,21,9,OxenKe00
RB,6,21,9,OxenKe00
,0,6,NA,WatsEd00
RB,0,6,0,WatsEd00
RB,57,52,52,JameEd00
RB,49,54,54,WillRi00
RB,22,57,12,FaulKe00
,2,13,5,MontJo00
RB,2,13,5,MontJo00
RB,4,56,6,ClouMi00
,5,20,10,FazaJe00
RB,5,20,10,FazaJe00
RB,14,53,23,BrysSh00
RB,14,50,5,ZereAm00
,4,20,NA,IrviSe00
RB,4,20,0,IrviSe00
,1,16,2,BennSe00
RB,1,16,2,BennSe00
RB,14,35,15,GaryOl00
,3,8,6,CollCe00
RB,3,8,6,CollCe00
FB,3,45,9,WillNi00
FB,4,52,2,JackTe00
,2,19,NA,ParkDe00
RB,2,19,0,ParkDe00
RB,3,34,1,DensAu00
Missed season - Injured (knee),NA,NA,NA,LewiJa00
RB,41,48,44,LewiJa00
RB,17,55,18,JoneTh00
RB,12,62,14,DaynRo00
RB,39,64,44,AlexSh00
RB,11,46,13,CaniTr00
,8,46,22,PrenTr00
RB,4,30,11,PrenTr00
RB,13,56,22,DrouRe00
,3,26,3,ChapDo00
RB,3,26,3,ChapDo00
,1,17,2,MoreFr00
RB,1,14,1,MoreFr00
RB,2,43,0,SmitPa00
,4,42,1,WileMi00
RB,4,42,1,WileMi00
RB,6,53,9,MorrSa00
FB,6,27,17,AndeMi00
RB,20,32,19,AndeMi00
,2,32,3,GreeMi00
RB,2,32,3,GreeMi00
FB,2,49,3,PassPa00
,0,16,NA,StitSh00
RB,0,15,0,StitSh00
,2,14,1,MealRo00
RB,2,14,1,MealRo00
RB,62,63,63,TomlLa00
RB,44,61,49,McAlDe00
RB,28,48,43,BennMi00
RB,23,51,37,ThomAn01
RB,13,62,0,JordLa00
RB,29,54,48,HenrTr00
RB,9,44,16,JackJa00
RB,31,60,18,BarlKe00
FB,2,61,1,EvanHe00
RB,10,59,4,MinoTr00
RB,20,38,21,JohnRu00
RB,18,60,14,BuckCo00
RB,10,47,6,BlayDe00
RB,2,28,3,BrowDe02
RB,15,46,30,GreeWi01
RB,26,47,24,FostDe00
RB,51,60,56,PortCl00
RB,8,58,3,MorrMa00
RB,13,48,2,BettLa00
RB,9,40,15,GordLa00
RB,34,55,35,WestBr00
RB,11,60,18,WellJo00
RB,10,39,2,DaveNa00
,0,32,13,BaxtJa00
FB,0,32,13,BaxtJa00
RB,8,53,0,HaynVe00
RB,4,45,1,PeteAd00
RB,16,62,8,TaylCh01
,1,6,2,HenrLe20
RB,1,6,2,HenrLe20
FB,6,60,3,CartRo01
RB,36,61,55,McGaWi00
RB,42,48,28,JohnLa00
RB,3,33,0,SmitMu00
RB,20,42,28,BrowCh03
FB,2,36,1,FargJu00
RB,3,16,6,FargJu00
RB,8,40,7,PinnAr00
,35,40,36,DaviDo01
RB,35,40,36,DaviDo01
,14,26,9,SmitOn00
Missed season - Violation of league substance abuse policy,NA,NA,NA,SmitOn00
RB,14,26,9,SmitOn00
,6,16,5,GrifQu00
RB,6,16,5,GrifQu00
RB,8,29,3,SuggLe00
RB,5,43,2,ToefLa00
,4,25,4,ForsBr00
RB,2,16,2,ForsBr00
FB,1,32,0,PinnAn00
RB,42,57,46,JackSt00
RB,9,35,9,PerrCh00
RB,28,53,49,JoneKe02
RB,21,47,19,BellTa00
RB,31,53,51,JoneJu01
FB,8,42,31,JoneGr01
RB,1,16,3,JoneGr01
RB,19,54,11,MoorMe00
,0,7,NA,CobbCe00
RB,0,5,0,CobbCe00
RB,13,59,1,TurnMi00
RB,1,19,0,EcheAd00
,0,4,NA,WilsQu00
RB,0,4,0,WilsQu00
RB,8,35,5,WardDe01
,0,5,1,PerrBr01
RB,0,5,1,PerrBr01
RB,31,51,46,BrowRo05
RB,15,47,22,BensCe00
RB,18,38,33,WillCa02
,0,9,NA,ShelEr00
RB,0,9,0,ShelEr00
RB,39,59,46,GoreFr00
RB,8,40,5,MoreVe00
RB,7,38,3,MoatRy00
RB,30,60,16,BarbMa01
RB,24,55,22,JacoBr00
,1,18,NA,FasoCi00
RB,1,18,0,FasoCi00
RB,5,33,0,PearAl00
Missed season - Injured (broken ankle),NA,NA,NA,SproDa00
RB,13,46,0,SproDa00
,2,9,NA,NashDa00
RB,1,6,0,NashDa00
,5,20,5,HousCe00
RB,5,20,5,HousCe00
,0,6,NA,BrouNe00
FB,0,6,0,BrouNe00
RB,4,30,0,HerrNo00
RB,36,52,35,BushRe00
RB,26,45,14,MaroLa00
RB,34,58,31,WillDe02
RB,46,58,42,AddaJo00
RB,15,58,18,WhitLe01
RB,49,63,20,DrewMa00
,1,11,NA,CalhBr00
RB,1,11,0,CalhBr00
RB,21,55,6,NorwJe00
RB,25,55,13,WashLe00
RB,10,47,8,HarrJe00
,5,14,8,LundWa00
RB,5,14,8,LundWa00
RB,3,25,4,GantQu00
RB,52,61,54,PeteAd01
RB,26,57,48,LyncMa00
RB,1,11,0,HenrCh01
FB,3,16,7,LeonBr00
RB,3,27,1,LeonBr00
RB,17,52,16,JackBr00
RB,4,36,2,BookLo00
,0,14,2,HuntTo01
RB,0,14,2,HuntTo01
RB,2,50,0,WolfGa00
RB,22,61,19,BushMi00
,3,23,5,PittAn00
FB,2,12,5,PittAn00
RB,1,11,0,PittAn00
,1,15,NA,WrigDw01
RB,1,15,0,WrigDw01
FB,12,63,54,McClLe00
,4,27,9,SmitKo00
FB,3,16,6,SmitKo00
RB,1,11,3,SmitKo00
RB,3,23,4,WynnDe00
RB,14,51,3,SnelJa00
RB,4,41,1,DarbKe00
RB,21,58,12,BradAh00
RB,26,45,32,McFaDa00
RB,28,62,13,StewJo00
RB,23,48,16,JoneFe00
RB,26,51,44,MendRa00
RB,50,63,62,JohnCh04
RB,45,60,60,FortMa00
RB,53,61,49,RiceRa00
RB,19,42,29,SmitKe02
FB,1,15,10,HestJa00
RB,5,47,13,HestJa00
RB,31,49,19,CharJa00
RB,21,45,26,SlatSt00
RB,12,61,4,ChoiTa00
RB,5,22,13,ToraRy00
FB,1,26,14,FeltJe00
RB,1,30,5,FeltJe00
RB,21,53,41,HighTi00
RB,1,35,2,ParmJa00
,0,7,NA,OmonXa00
RB,0,7,0,OmonXa00
,3,21,1,HartMi00
RB,3,21,1,HartMi00
FB/RB,0,14,9,HillLe00
RB,3,48,4,HillLe00
RB,0,11,0,WashCh00
RB,17,52,31,HillPe00
RB,6,44,2,ForsJu00
RB,21,44,30,MoreKn00
RB,17,50,15,BrowDo00
RB,15,51,23,WellCh00
RB,38,58,44,McCoLe01
RB,21,61,31,GreeSh00
,2,14,2,CoffGl00
RB,2,14,2,CoffGl00
RB,7,40,3,GoodMi00
RB,4,18,2,BrowAn03
,0,28,NA,JohnGa01
RB,0,19,0,JohnGa01
,1,27,16,SummFr00
RB,1,27,16,SummFr00
RB,5,37,0,RingJa00
RB,3,38,1,PeerCe00
,2,22,2,BrowAa00
RB,2,22,2,BrowAa00
RB,2,16,0,DaviJa03
RB,9,47,3,ScotBe00
RB,6,28,8,OgboCh00
,0,4,NA,WillJa05
RB,0,4,0,WillJa05
,0,6,NA,WillEd00
RB,0,12,0,WillEd00
RB,10,57,10,StepLa00
RB,16,53,17,JennRa00
RB,37,54,46,MathRy00
,13,22,15,BestJa00
RB,13,22,15,BestJa00
RB,14,61,6,GerhTo00
RB,15,51,15,TateBe00
,4,23,5,HardMo00
RB,4,23,5,HardMo00
RB,7,41,1,McKnJo00
FB,0,16,8,ConnJo00
RB,0,23,2,ConnJo00
RB,3,64,1,DixoAn00
RB,4,33,0,KariDe00
RB,8,36,6,DwyeJo00
RB,15,35,5,StarJa00
RB,19,50,21,IngrMa01
,1,5,3,WillRy00
RB,1,5,3,WillRy00
RB,17,42,8,VereSh00
,5,17,14,LeshMi00
RB,5,17,14,LeshMi00
RB,12,52,3,ThomDa03
RB,43,53,47,MurrDe00
RB,24,52,25,RidlSt00
,5,29,4,GreeAl00
RB,5,29,4,GreeAl00
RB,13,48,5,HeluRo00
RB,12,45,1,HuntKe00
,3,27,3,CartDe01
RB,3,27,3,CartDe01
RB,2,41,0,JoneTa00
RB,9,47,14,PoweBi00
,1,23,NA,HarpJa01
RB,1,23,0,HarpJa01
RB,0,26,0,WhitJo01
RB,18,63,5,RodgJa00
RB,11,38,11,LewiDi00
,4,32,2,RoysEv00
RB,4,32,2,RoysEv00
RB,4,44,3,TodmJo00
RB,2,21,0,BradAl00
,1,20,1,ScotDa01
RB,1,20,1,ScotDa01
,1,21,NA,AlleAn01
RB,1,21,0,AlleAn01
,1,12,NA,BatcBa00
RB,1,12,0,BatcBa00
RB,20,47,35,RichTr00
RB,31,49,49,MartDo00
,5,21,6,WilsDa01
RB,5,21,6,WilsDa01
RB,1,30,1,PeadIs00
RB,2,19,0,JameLa00
RB,16,48,14,HillRo00
RB,10,52,3,PierBe00
RB,25,61,48,MillLa01
RB,13,58,3,TurbRo00
,1,20,NA,RainCh00
RB,1,18,0,RainCh00
,5,17,13,BallVi00
RB,5,17,13,BallVi00
RB,30,64,64,MorrAl00
,1,35,NA,GrayCy00
RB,1,35,0,GrayCy00
RB,5,35,3,HerrDa00
RB,9,42,7,BrowBr02
,2,9,4,BakeEd01
RB,1,6,2,BakeEd01
,7,27,3,RichDa00
RB,7,27,3,RichDa00
RB,30,55,12,BernGi00
RB,45,47,47,BellLe00
,7,21,3,BallMo00
RB,7,21,3,BallMo00
RB,36,51,48,LacyEd00
RB,4,27,2,MichCh00
RB,10,57,2,DaviKn00
,1,11,NA,FranJo01
RB,1,11,0,FranJo01
RB,3,61,4,TaylSt00
,7,35,8,RandJo01
RB,7,35,8,RandJo01
RB,8,35,0,ThomCh03
,11,35,17,StacZa00
RB,11,35,17,StacZa00
RB,11,32,4,GillMi00
RB,26,61,42,MurrLa00
RB,3,44,1,BarnKe00
RB,16,53,15,ElliAn00
,2,23,3,JameMi00
RB,2,23,3,JameMi00
RB,5,42,1,BurkRe00
RB,17,40,18,WareSp00
RB,16,54,11,RiddTh00
,0,1,NA,WillKe05
RB,1,8,0,WillKe05
,0,18,1,CoxxMi00
RB,0,18,1,CoxxMi00
,6,29,12,SankBi00
RB,6,29,12,SankBi00
RB,22,54,43,HillJe01
RB,20,50,36,HydeCa00
RB,14,47,2,SimsCh00
,8,25,12,MasoTr00
RB,8,25,12,MasoTr00
RB,5,30,6,WestTe00
RB,23,58,14,McKiJe00
RB,40,61,43,FreeDe00
RB,7,41,7,WillAn00
,3,37,1,CareKa00
RB,3,37,1,CareKa00
,3,19,NA,TaliLo00
RB,3,19,0,TaliLo00
RB,14,57,14,BlueAl00
,0,10,NA,GricMa00
RB,0,10,0,GricMa00
FB,0,16,5,ProsJa00
RB,0,47,8,ProsJa00
,0,6,1,JohnSt03
RB,0,6,1,JohnSt03
RB,47,58,57,GurlTo01
RB,36,55,51,GordMe00
RB,11,42,22,AbduAm00
RB,27,56,20,ColeTe01
RB,20,64,10,JohnDu00
RB,31,49,38,JohnDa08
,9,25,7,JoneMa04
RB,9,25,7,JoneMa04
,7,29,5,LangJe00
RB,7,29,5,LangJe00
,0,42,7,FowlJa00
RB,0,42,7,FowlJa00
RB,14,54,6,AlleJa01
RB,3,6,6,DaviMi01
WR,6,29,3,DaviMi01
,1,7,1,CobbDa00
RB,1,7,1,CobbDa00
RB,22,45,27,AjayJa00
,4,11,3,WillKa01
RB,4,11,3,WillKa01
RB,0,39,4,BurtMi00
TE,0,16,7,BurtMi00
RB,5,32,3,ArtiCa00
,0,5,NA,RobiJo02
RB,0,5,0,RobiJo02
,2,47,10,RipkAa00
RB,2,47,10,RipkAa00
RB,2,28,1,MurpMa03
,0,2,NA,IoseJo00
RB,0,2,0,IoseJo00
RB,51,56,56,ElliEz00
RB,30,62,31,HenrDe00
RB,23,62,24,DrakKe00
,5,18,NA,DixoKe00
RB,5,18,0,DixoKe00
RB,12,61,6,BookDe00
RB,12,55,5,WashDe00
,5,29,5,PerkPa00
RB,5,29,5,PerkPa00
RB,26,57,48,HowaJo00
RB,10,52,12,SmalWe00
RB,3,28,1,WillJo07
RB,15,39,23,CollAl00
FB,0,16,5,WattDe00
RB,1,48,8,WattDe00
,0,4,NA,JackDa01
RB,0,8,0,JackDa01
RB,4,46,2,WashDw00
,0,10,NA,LascDa00
RB,0,10,0,LascDa00
RB,26,49,39,FourLe00
RB,43,51,45,McCaCh01
RB,38,43,42,CookDa01
RB,28,50,41,MixoJo00
RB,56,60,35,KamaAl00
RB,38,51,35,HuntKa00
RB,8,26,4,ForeDO00
RB,21,50,33,ConnJa00
RB,5,34,8,PeriSa00
RB,22,51,22,CoheTa00
RB,22,60,20,WillJa06
RB,12,53,14,GallWa00
RB,19,41,23,MackMa00
RB,3,24,0,HillBr02
RB,2,20,0,McNiJe00
RB,35,54,42,JoneAa00
,6,24,5,McGuEl00
RB,6,24,5,McGuEl00
FB,0,57,4,ArmaAl00
,0,13,NA,HendDe01
RB,0,8,0,HendDe01
,0,8,NA,MaysDe00
RB,0,8,0,MaysDe00
RB,29,45,44,CarsCh00
RB,29,44,44,BarkSa00
RB,12,37,6,PennRa00
RB,22,55,35,MichSo00
RB,37,58,51,ChubNi00
RB,18,55,25,JoneRo01
RB,11,35,16,JohnKe06
,2,5,1,GuicDe00
RB,2,5,1,GuicDe00
RB,11,61,8,FreeRo00
RB,24,65,12,HineNy00
,4,35,4,WaltMa00
RB,3,21,4,WaltMa00
RB,6,36,0,SmitIt00
RB,7,38,8,BallKa00
RB,18,57,15,EdmoCh00
RB,8,50,4,WilkJo01
,1,12,NA,KellJo00
RB,1,12,0,KellJo00
RB,9,45,10,ScotBo02
RB,2,46,0,CannTr00
,0,6,NA,WillDa011
RB,0,6,0,WillDa011
,4,13,10,ScarBo01
RB,2,7,5,ScarBo01
RB,11,43,7,JackJu01
RB,NA,58,57,JacoJo01
RB,NA,55,47,SandMi01
RB,NA,50,28,HendDa00
RB,NA,58,49,MontDa01
RB,NA,60,55,SingDe00
RB,NA,36,33,HarrDa06
RB,NA,57,6,MattAl01
,4,41,NA,HillJu00
RB,NA,41,0,HillJu00
RB,NA,61,5,SnelBe00
RB,NA,61,6,PollTo00
,2,18,1,ArmsRy00
RB,2,18,1,ArmsRy00
RB,NA,22,0,OlliQa00
,0,19,NA,ScarJo00
RB,0,10,0,ScarJo00
RB,NA,33,0,WillTr06
RB,6,42,3,JohnTy02
,0,7,NA,WillDe07
RB,0,7,0,WillDe07
RB,NA,49,2,HomeTr00
,2,26,1,ThomDa06
RB,2,26,1,ThomDa06
,1,6,NA,WhytKe00
RB,1,6,0,WhytKe00
RB,NA,38,17,GaskMy00
,13,33,29,EdwaCl00
RB,NA,33,29,EdwaCl00
,13,38,16,SwifDA00
RB,NA,38,16,SwifDA00
,28,43,41,TaylJo02
RB,NA,43,41,TaylJo02
,4,27,12,AkerCa00
RB,NA,27,12,AkerCa00
,7,22,8,DobbJK00
RB,NA,22,8,DobbJK00
,11,43,5,DillAJ00
RB,NA,43,5,DillAJ00
,14,45,30,GibsAn00
RB,NA,45,30,GibsAn00
,2,35,1,VaugKe00
RB,NA,35,1,VaugKe00
RB,NA,42,1,MossZa00
,1,12,NA,EvanDa02
RB,NA,12,0,EvanDa02
,4,35,1,KellJo01
RB,NA,35,1,KellJo01
,2,14,NA,PeriLa00
RB,2,14,0,PeriLa00
,1,14,NA,McFaAn00
RB,NA,14,0,McFaAn00
,4,42,2,DallDe00
RB,NA,42,2,DallDe00
,0,6,NA,HuntJa01
RB,0,6,0,HuntJa01
,NA,13,3,BenjEn00
RB,NA,21,3,BenjEn00
,10,32,32,HarrNa00
RB,NA,32,32,HarrNa00
,NA,15,10,EtieTr00
RB,NA,15,10,EtieTr00
,8,21,5,WillJa10
RB,NA,21,5,WillJa10
,NA,13,2,SermTr00
RB,NA,11,2,SermTr00
,6,28,20,CartMi03
RB,NA,28,20,CartMi03
,5,27,8,StevRh00
RB,NA,27,8,StevRh00
,5,30,12,HubbCh01
RB,NA,30,12,HubbCh01
,5,31,1,GainKe00
RB,NA,31,1,GainKe00
,7,15,11,MitcEl00
RB,NA,15,11,MitcEl00
,0,28,NA,BrigGa00
RB,NA,28,0,BrigGa00
,1,14,NA,RounLa00
RB,NA,14,0,RounLa00
,3,28,3,HerbKh00
RB,NA,28,3,HerbKh00
,0,10,NA,HillKy00
RB,NA,10,0,HillKy00
,1,7,NA,JeffJe00
RB,1,7,0,JeffJe00
,NA,7,2,HallBr03
RB,NA,7,2,HallBr03
,NA,13,9,WalkKe00
RB,NA,13,9,WalkKe00
,NA,15,NA,CookJa01
RB,NA,15,0,CookJa01
,NA,15,6,WhitRa01
RB,NA,15,6,WhitRa01
,NA,4,NA,DaviTy03
RB,NA,4,0,DaviTy03
,NA,11,9,RobiBr01
RB,NA,11,9,RobiBr01
,NA,13,13,PierDa01
RB,NA,13,13,PierDa01
,NA,13,NA,WhitZa01
RB,NA,13,0,WhitZa01
,NA,6,NA,SpilIs00
RB,NA,6,0,SpilIs00
,NA,13,NA,StroPi00
RB,NA,13,0,StroPi00
,NA,14,1,HaskHa00
RB,NA,14,1,HaskHa00
,NA,14,6,AllgTy00
RB,NA,14,6,AllgTy00
,NA,6,NA,ConnSn00
RB,NA,6,0,ConnSn00
,NA,8,NA,WillKy02
RB,NA,8,0,WillKy02
,NA,5,1,HarrKe01
RB,NA,5,1,HarrKe01
,NA,10,NA,IngrKe01
RB,NA,10,0,IngrKe01
,NA,15,NA,EbneTr00
RB,NA,15,0,EbneTr00
,NA,15,9,PachIs00
RB,NA,15,9,PachIs00
